repo,subset,split,row_id,prompt_hash,prompt_len,completion_len,annotation_source,n_annotations,n_valid_spans,n_invalid_spans
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6966,a26be2ec83e6fe398b80ab6c5a7fd4f4,105,1950,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6967,35bbf63a0d615d1c11ac03f43ea8f29a,79,1095,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6968,c9d8b62992cd814412b1f88fb1bb3a68,56,475,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6969,f8d0067b9c57b00b9e8f78e50bac5cf8,204,3463,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6970,e99f49c96df8fc53b840fc25d5bc26cb,109,1330,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6971,88d0788c080c271ac7270ad93b66090e,71,2957,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6972,0f17ff3fbcd912382de3fb471b6d09f2,56,1739,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6973,9dcfe35f62b96c509ccffe9f08345cb1,57,994,annotations,23,23,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6974,7bba8471327f2e47961ed81fb28fde9c,65,2063,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6975,aa477e07dc3988e2cc4b8bf47edf9ef0,63,1379,annotations,4,3,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6976,336193774516e59a0b74decb2377730e,55,1104,annotations,3,3,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6977,48f0184eec99d017531bc7f3b09e3f29,65,2676,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6978,37bd9ee9089551a6d8f3dfa574b01a2d,56,806,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6979,a63398d67d23a6e03d5888a94e463ab4,50,470,annotations,25,25,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6980,5cc6dded2f0eaf5680798e4ea9122f1f,53,1847,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6981,51bd2bf1471cc94b93e4f8dfacfdeef8,222,2047,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6982,cbeaa5ad630969d71055c5268131b4d2,58,1019,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6983,12b8a89bdad79ad9b1a6903f7f52fbaa,77,1229,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6984,833e977ae35ae3cd39229aaf269a8b1f,59,2512,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6985,c7df664cf83dab9efa9bd387b4684b8c,18,692,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6986,52c11c3a7bb19a87e309f0ef620647fd,49,968,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6987,978b79028b5edf6be3dbbb37a09e0c46,220,2870,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6988,bef05de893acbacf3ebf00a0609efbaa,62,1549,annotations,2,2,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6989,1488f883c17348f4617f0b029568a9ae,65,2815,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6990,37258cf703af4bb056c0a8e2d208e473,53,1380,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6991,2e52fe9c0f75883409cc0c64e269ec8f,72,1700,annotations,8,7,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6992,1045fd3922b8026fe4f8e3f1a90c9b30,36,1959,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6993,20994417b68d93f3dbe90d0f9cfeb364,349,4432,annotations,14,14,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6994,8ce993fad2d073defe7fe75435e3ee50,76,1988,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6995,230c311a1c507b563fa4f2713e0acc34,348,3367,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6996,54c03e5c9bd69a3824655b5f77c61883,432,3464,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6997,c65598d822bfd531eeeea25b84357335,61,1896,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6998,eb1f18e8cc16e94b12bec4be755a90a1,57,2146,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,6999,9b0a9dfedb9ad98197ff1a49a268a9b5,59,2406,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7000,b236beb9ccc122a604bbd07a7755605e,55,2630,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7001,e9511e7701b8bfef82c6e4990f7a3544,275,3773,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7002,b7963e7d06abcfe713f91cc68e5d176d,133,3604,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7003,120fecdbbe358dd040d745159e4257c4,200,3562,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7004,cc318191af9bc2192fd5504b68dcd53c,380,3691,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7005,ec13a6efbcf156813283e8d9aacab002,317,4643,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7006,be3d583e2de513c3959c8ca50d478f9b,337,8784,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7007,9c16daebee4633ead0763343f778149b,33,433,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7008,7b5971a58642eaaf147d55416ff0db43,88,2080,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7009,97f59d11bcb923b2615a1de86cd776a8,56,1055,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7010,5249e427cf4401fffd27d9922bc98fcf,365,2189,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7011,ca556bd6f6a75158c897a5d0ea077fed,321,3565,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7012,ed1edd256f7421fc70a1c76e6afa1b0f,420,6793,annotations,14,13,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7013,3cd407c0f78c5e9aba2375df14a09600,255,4169,annotations,17,17,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7014,dfe9c57a97f6903b6ea32cb2c5c21707,77,3857,annotations,15,15,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7015,29ed65798aa7b6639c0ca6b4b39673a5,190,3101,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7016,5b8cd7c441be391a42bb8ac5bc54e7c3,373,4961,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7017,1dd957feb67ae68a1331ad01061c0c24,361,3404,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7018,1a9dcf125e913776a0bccc49e71d9f54,252,5264,annotations,16,16,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7019,84c939a449aa13fb3fba5d7fd089938a,31,1474,annotations,16,16,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7020,15a18a2684f281e867c6990d65ed05da,270,2579,annotations,15,15,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7021,dbae2e57eae577add4db912aeac1af2f,85,1954,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7022,3473369febf67ca41de5056119799076,47,695,annotations,14,14,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7023,f0f0ba064e7bbdda102dc89c08aa8024,51,169,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7024,3a7a87bb8496777698b2dd232d8a6033,317,4184,annotations,16,16,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7025,839def3a2b3fe741e3ed35dd34a03f06,49,1935,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7026,05bc78ed0dd595f4db8f3b4c6433224f,381,5293,annotations,2,2,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7027,106d48a842f988caf54f3cec32d45f01,76,1252,annotations,2,2,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7028,059bca9084ef4d5b4c5ed80696c4f2e8,81,2040,annotations,2,2,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7029,bf1fafe76672dbcd754955e18aebee87,190,1647,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7030,a485beefc13afa5bb876bb8ac90fc445,208,1347,annotations,19,19,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7031,720b01895f7c8ac5df245a767fa20879,93,1376,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7032,47052cd65e75930dacd6aaba92c1f28a,78,2040,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7033,fa09ec0ddfa0ff7ecd3c78576fc93d1e,76,2382,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7034,1d6f16e1075ae9e64962459b79891786,265,8639,annotations,8,6,2
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7035,5a590ba645c733fa06601b7ab30cb1d1,63,593,annotations,1,1,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7036,b8105e7865748c363dd2b8c54e032701,318,3665,annotations,14,14,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7037,0c307fc587721743c0c01c2c94f3ada6,47,3370,annotations,16,16,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7038,074d9fd94f1d9b935d4bbb327733295c,277,5441,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7039,096f2f148a55db986027ccb6f69f66fb,73,520,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7040,9eb8d8d8c603636f93e13f9dae02e09f,174,3182,annotations,13,12,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7041,45536db6ada085694d55aa144f012ec7,245,5744,annotations,14,14,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7042,d517cd51e4dbb7c1c06599f6e2715e3a,54,1684,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7043,471ea06fef6813691dfeb4db3553c97b,295,5420,annotations,2,2,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7044,78d69206cd0ca5bb02ead9edae57d57a,305,3854,annotations,2,2,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7045,718bd5fdb94db0790578fc0e9bd366b5,75,2970,annotations,14,14,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7046,11481348c358c9e0f96f1c0d50fcfccc,109,1219,annotations,14,13,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7047,ffe94b994ac5785614dc6d92154786f9,84,1147,annotations,1,1,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7048,c78e09876add3b98f81bec8139041ca5,70,1211,annotations,1,1,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7049,b858705cfb2dc850f91b45421b28985d,187,3295,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7050,2bdcade9ce938969d7c23731beb7948b,63,3308,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7051,e95286c3354cc55b72769482766794c4,448,7129,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7052,a5cc1394cb573791af795c19b88f477a,456,3409,annotations,14,14,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7053,1c60c72557a3d2ded481b52574e0b907,82,2762,annotations,1,1,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7054,98fe1b5273cbcff74945a6fb4d017a0b,276,4503,annotations,23,23,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7055,b7f758759f988ab7da5111090654df39,292,5123,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7056,de8320a99d41134a55e988d822d6577c,246,1895,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7057,a10e114a8b5de3d877b9d2c8a5110847,298,7441,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7058,6d0d7ddce9b5a3494c0bcce2ee434db2,88,1791,annotations,13,13,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7059,5e15a5a6907f76d07c53fa96a471576c,97,2860,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7060,55346eb5a3378762fb418bf80637dad1,103,2319,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7061,e3568922deb66abb4b6fe0e79517aa36,335,3599,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7062,1dc63562e874f10d61c2b1294220ac3d,227,3734,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7063,5684b9ca20300720b5ab151cf65a03b1,57,559,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7064,14959409be9d0170f37fcaf8037869d6,63,1425,annotations,3,3,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7065,bb148a8bd8eb8fbce8ef04d31c366a03,101,2168,annotations,3,3,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7066,1160f695af5b0313c0908947c4af83f8,636,6652,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7067,7e976ebb00fa579a881196adc0972d30,72,1364,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7068,f77d23af21e3867816f39a20c1637fd7,44,4439,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7069,60c473b508483a1a8326927e8771bf62,401,5208,annotations,3,3,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7070,a85d762b7a601c713963e5ba087fe232,74,2746,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7071,944080e5dd53c1fb31de28141df94ce8,57,2487,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7072,c0366acf0f732cf67d6398b9d08a4c52,124,1810,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7073,852af552ba6321652138a1c76091a90d,164,1621,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7074,b0ba8532924c54f2dca7ae28a975d910,211,2862,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7075,20489ec476b19f6181ebb36f6ee74159,44,144,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7076,e7f41cb40f1e733d20fa4acafab110aa,51,402,annotations,2,2,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7077,dc6712ac6df22938b9ab6a21d767277f,70,3109,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7078,409d299f1d96dc79bb1f0322daaa079f,92,3050,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7079,3733cbcdc48fe29381107df8bd01b013,54,375,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7080,851280c15b25568bdc8c05dbe1a2bd7d,405,4894,annotations,13,13,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7081,29fcb135cf52bba88098e6e8d883b91f,80,2913,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7082,aa0c840f29fc8f4ca96d4f6cdea82771,59,1574,annotations,12,11,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7083,9dc648e40560c6016b52d34d7b6fc3ae,363,5463,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7084,3bb63c630deb1bfbb9f1551b14b92f2a,39,1968,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7085,df222eb02c61dcd84c9d5503c413a45b,70,1026,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7086,414013a659453cb32a4e8a9362b2b502,54,2452,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7087,58e25f253e6586943121be4d17d81616,59,1929,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7088,42352a2dae9abe00044f5a4c997a8940,61,1363,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7089,ee904fd35002b9bf634eaca90a1862ed,55,1465,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7090,87b1b702b3904e1be9a316130068ad2f,54,585,annotations,15,15,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7091,50d10df90c3b7bfa4654537471cf5e11,219,2938,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7092,8d72f1e587b6efd0a4d81d142955fd5c,69,2251,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7093,0c2a943ea15515e4b513ff77fe0cc6da,108,2481,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7094,41a15626209a778fa279c004e54ad5bf,305,2244,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7095,b943ad029de25f624c146d8c6d161455,455,5170,annotations,15,15,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7096,25e7a734874cc67c8e84b9f06408184b,45,2534,annotations,13,13,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7097,ec8c75cf8b5f5058550d63a030636b53,60,1717,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7098,309bd011c27168f28f60a896ae6408b0,204,4058,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7099,4ebb011ebcc6151909e3ae24ba2efda5,119,1754,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7100,b623983e5fca88c78a8ab6f72488f55b,46,423,annotations,3,3,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7101,8d8d3ec1d4d32cdd9ceaf38e692c0f85,35,307,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7102,d49c03274dd0435afa9812435900cd7f,64,2134,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7103,5a2fd9e05ea52d8ceac09f2bf40ee329,323,1654,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7104,7d441a166dab728d63a1306d1e8d5e11,292,3033,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7105,0d53515bcf5689243762dc2309d07e54,69,2277,annotations,3,3,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7106,c9913f1553491bc38584b2a85ce8aa47,375,2164,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7107,b568e7be4be723270246f49276e50418,64,216,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7108,c29e3effadafd7573fe173df4bcc0b38,72,1073,annotations,15,15,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7109,dd7a7de4cf5b5a1e780b2ea40c811748,67,1302,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7110,5404a7320f52b334435bc55fba8c5a24,47,2235,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7111,8c1f973b9332edf1be9d845228c50a0d,70,1770,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7112,619bba18bc35ef42cfd2ea78fa8fab31,327,6180,annotations,13,13,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7113,6a19974e02b63915a90f7e21ef9fd3c7,96,3079,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7114,ad5c34f83d0bb40b5fde53cb1a4e41f5,313,3441,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7115,9e640de8d2338aab7f99509999af9759,54,863,annotations,1,1,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7116,0295f4e1808f299c0eb69cb0ca8d9d2c,290,6692,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7117,0b3c49cf625b80f178a8a801b3458ecf,60,3378,annotations,13,13,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7118,ea2ce6eba936d6ffe04041101b423d5b,339,3921,annotations,5,4,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7119,fd173e336d80e822a2036635066cc609,253,2311,annotations,13,13,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7120,116294568a7365341ed7cb134654ac05,117,3437,annotations,15,15,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7121,2c659bbe5cc6ba6833ff9b48f51f9740,68,1617,annotations,4,4,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7122,70e9d171b60319f37b5ee7c34231cb81,42,2711,annotations,0,0,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7123,c8304f99c1da7d51dbce361af89fc271,83,1965,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7124,64c908751dc21a693aa55e6cea135d54,49,3162,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7125,0770d596f0a62645ddcddec52f164d5e,40,1800,annotations,3,3,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7126,d2586bd2c5400769958dd75775addbef,44,1657,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7127,cbd400e36ee56c041e01c479d6ac2bad,52,2180,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7128,8471197257f85867c7f93b2cd9f9d962,68,732,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7129,65aca2a1d17696152eb4bc0328dddc06,54,1257,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7130,8f3ca340d5672d86468f0b8ce096511c,56,1488,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7131,aa7ddce449ce229e283adde887f9b93c,54,2227,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7132,9df000a982f635b36edc7d73fdfe859b,45,2003,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7133,42898e02a5a07fc5508cac31012653e2,70,1332,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7134,d56b23b4933ce641b51c31f8a82cbc2c,271,4111,annotations,11,7,4
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7135,de9a355537de59d3ee7c1430a79db5e7,33,439,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7136,a31d4998e4dc1c13de713747b065b837,266,2921,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7137,f68763baab2c9c89e0d10cfe24dc48ca,376,5399,annotations,9,9,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7138,477eec7e11636e2e6bb96195cea7fb5d,184,1856,annotations,11,11,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7139,f56b67dd0ab02c86f004227add382be6,53,495,annotations,3,3,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7140,64ea8e4785e77f04591dc98463f37495,74,2317,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7141,2ffd9247862cbd817d146f57aef1e4b8,52,2608,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7142,062c069d33a01db5d02e0408dcaf9d7c,58,1927,annotations,5,5,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7143,728cddc7d2ac41d681b8fe8ffa0ea98c,273,3869,annotations,6,6,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7144,9149ff7b23ef1bf4726b645e1a785c22,304,4582,annotations,12,12,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7145,ba46b10c0fea185b0c6c0477778147f6,88,2346,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7146,683893f242b20c568606d3058370e799,238,2949,annotations,8,8,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7147,e9561979026b7519926f8484978109dd,202,1876,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7148,dc386f4528f1bcad807b3f583179b8c3,32,1758,annotations,13,13,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7149,74370d703a9fb3f762e818a073516864,29,513,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7150,13b94be72588f40f4aad88ff7da049f0,153,2907,annotations,7,7,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7151,078e92b8461325e5470b014cd7b02b20,40,1125,annotations,10,10,0
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7152,7e6cab51e7955acb1c4e7c7c4980c5e8,433,2454,annotations,9,8,1
tkwiecinski/longfact-test-split,Apertus_8B_Instruct_2509,train,7153,6409be6150c26d2c4711e23c60e6173a,63,1963,annotations,20,20,0
